csho,invt,ap,act,sale,xint,re,che,at,dlc,dltt,lt,cogs,ivao,ceq,ni,sstk,dp,ppegt,txp,txt,lct,ib,rect,prcc_f,ivst,dltis,key_board_percent_independent,num_independent,board_size,misstate
35.666,0,0.159,9.586,1.517,0.156,-182.818,9.4,11.191,2.5,0,5.563,12.76,0,4.511,-12.156,6.948,0.51,6.193,0,0,3.859,-12.156,0,0.64,8.032,0,0,0,3,0
21.294,5.118,3.721,30.316,21.02,0,-273.107,18.487,101.979,0,0,14.16,24.1,1.561,87.819,-87.633,0.364,8.102,89.278,0,0,10.91,-87.633,5.446,3.6,0,0,0.125,2,6,0
6.331,1.958,1.44,30.418,13.505,0.372,-36.513,1.202,35.794,7.025,0.176,32.149,7.044,0,-5.612,-19.224,0.008,3.444,14.389,0,2.951,31.973,-6.482,2.671,0.16,0,2.122,0.4,9,12,0
10.504,1.009,0.119,8.165,1.774,0.02,-19.672,5.826,8.88,0.034,0.003,0.764,2.53,0,8.116,-9.973,0,0.593,3.983,0.001,0.001,0.747,-9.973,0.388,0.43,0,0,0,3,5,0
20,0,8.412,115.231,818.729,20.971,1.247,37.187,437.924,55,162.185,319.531,259.346,0,118.393,1659.749,0,186.7,391.06,0,2.265,156.558,1659.749,45.308,2.05,0,0,0,5,8,0
5.228,10.631,4.009,29.05,50.091,0.161,-2.303,5.863,37.928,0.752,0.375,23.405,35.207,0,14.523,0.968,0,1.433,24.2,1.1,0.749,12.014,0.968,10.848,1.2,0,0,0.285714286,5,10,0
123.2,0,0.006,0.002,0.013,0.02,-12.716,0.002,0.429,0.001,0.371,0.398,0,0,0.031,-0.17,0.03,0.004,0.431,0,0,0.027,-0.146,0,0.003,0,0,0.25,7,9,0
57.739,108.189,59.71,172.141,2690.475,11.684,247.146,12.646,943.201,5.789,161.952,354.115,1671.413,4.426,589.086,84.491,66.964,85.8,983.259,0,56.327,176.298,84.491,30.888,42.84,0,32,0.25,5,7,0
13.49,0,0.358,1.382,0.387,0.831,-33.64,1.284,1.496,0,2.169,2.667,2.353,0,-1.171,-2.845,2.075,0.069,0.581,0,0,0.498,-2.845,0,1.55,0,0,0.285714286,5,6,0
119.88,0,16.492,320.235,865.705,12.102,320.142,78.371,1246.151,93,300,563.533,460.936,0,682.618,115.861,15.819,40.6,199.607,11.205,71.988,234.504,115.861,196.997,33.3,0,0,0.125,6,10,1
33.922,2.283,1.569,2.762,0,0.508,-97.959,0.039,60.31,2,0,39.738,0.6,0,-6.07,-6.504,0.466,0.714,41.495,0,0,7.038,-6.504,0.336,0.47,0,0,0.666666667,6,7,0
4.443,1.757,3.707,10.748,22.468,0.334,6.484,1.864,23.328,5.018,0,10.659,23.347,0,12.669,-5.028,0,1.446,14.771,0,-3.283,10.042,-5.028,6.347,1.221,0.349,2.303,0.333333333,6,8,0
45.544,1.69,6.008,9.751,9.899,0.121,-10.754,2.242,23.189,0.392,1.157,10.267,9.399,6.758,12.922,-2.25,0,0.19,4.466,0,0,8.122,-2.25,5.359,0.15,0,0.175,0.142857143,5,6,0
18.68,68.445,49.012,186.507,953.442,21.591,205.688,9.53,721.265,6.25,291.05,417.806,721.577,0,303.459,-33.773,2.931,19,312.414,0,19.97,106.351,32.122,94.956,18.76,0,125,0.333333333,6,8,0
20.588,7.538,14.559,89.165,320.496,0.166,16.618,0.488,158.85,0.261,7.314,39.315,216.524,0,118.601,14.079,2.112,4.355,21.33,0.119,9.124,27.455,14.079,74.768,7.96,0,7.093,0,1,7,0
75.197,708.6,312,1412.2,2922.7,66.7,129.9,34.3,2349,0,636.9,1631.4,2340,0,717.6,-84.4,10.3,52.3,585.8,47.4,99.8,785,-60.3,497.4,22.1,0,659.8,0,4,6,0
25.794,0,0.045,0,0,0,-6.745,0,0.001,0.228,0,0.273,0,0,-0.272,-0.348,0,0.001,0.004,0,0,0.273,-0.348,0,0.061,0,0,0.5,2,4,0
11.997,144.01,32.825,335.824,666.911,34.824,-87.687,39.375,734.057,310.474,24.235,781.913,585.806,0,-47.856,-29.364,0,32.583,426.623,3.815,2.399,414.13,-29.364,146.651,0.05,0,23.461,0,4,6,0
10.873,0,0.624,23.083,94.627,0.214,21.608,7.61,41.033,0.004,2.35,5.472,61.576,0,32.537,8.488,3.006,2.955,27.106,0,5.236,2.849,8.488,13.678,11.15,0,0,0,6,7,0
19.967,39.091,12.718,120.739,332.998,2.784,57.929,47.049,304.738,0.189,1.417,70.183,149.369,0,147.352,-100.585,0.502,38.009,199.811,14.904,-25.713,66.88,-96.466,21.117,2.12,0,4.37,0,8,10,0
0.001,8.672,6.103,22.977,238.767,7.644,0.519,1.703,242.398,2.877,82.542,144.806,219.318,0,97.592,-3.565,0.522,6.45,56.895,0.168,1.706,41.04,-3.565,4.448,16.96,0,2.9,0.5,5,7,0
19.546,6.492,6.212,159.069,342.377,0,141.996,50.213,333.024,0,0,173.355,122.125,24.534,159.669,28.827,18.235,12.483,98.008,0,15.664,156.671,28.827,84.128,24.63,16.096,0,0,4,6,0
42.117,0.068,0.324,2.047,0.069,3.065,-56.474,1.814,3.753,0.003,0.001,0.383,0.474,1.339,2.929,-17.094,0.12,0.072,0.486,0,0,0.382,-17.094,0.017,0.55,0,0.355,1,6,6,0
101.896,0,120.2,182.7,539.9,4.5,-976.3,107,813.2,26.1,35.9,211.3,123.5,0,601.9,-110.3,0.4,66.2,130.8,0,-44.6,168.4,-110.3,57.8,7.47,0,0,0,8,10,0
22.654,0,1.927,98.115,43.824,0.164,-60.137,91.368,116.419,2.699,1.124,16.328,22.903,13.902,75.569,-31.708,0.361,2.49,14.08,0,0.095,15.204,-31.708,4.872,1.94,18.173,2.747,0,5,8,0
60.968,0,0.438,0.487,1.643,0.479,-59.363,0.402,1.203,4.637,0,7.094,1.273,0,-5.891,-9.816,2.981,0.19,0.789,0,0,7.094,-9.816,0.004,2.05,0,0.582,0.4,4,6,0
3.346,1.572,0.532,4.288,12.074,0.791,-39.039,0.221,16.912,3.336,5.191,9.719,4.425,0.15,7.193,0.979,0.107,0.215,1.205,0,0,4.528,0.979,2.094,2.15,0,0,0,8,9,0
31.152,1.096,0.54,2.16,0.065,1.097,-22.904,0.935,12.991,0.444,2.676,4.881,1.372,0,8.11,-4.248,0.178,0.145,11.063,0,-0.998,1.57,-4.248,0,1.02,0.05,3.811,0,5,9,0
27.907,107.644,60.027,271.531,892.869,38.115,56.666,34.314,985.214,0.07,532.715,742.833,669.799,0,241.681,-17.92,0.135,54.246,823.659,0,-9.623,129.832,-17.92,121.075,9.48,0,38,0,5,9,0
85.551,0,0.608,9.222,0.208,0.137,-51.109,9.026,11.134,0,0.799,1.865,0.098,0,9.269,-5.71,10.539,0.458,2.262,0,0,0.689,-5.71,0.129,0.23,0,0.79,0,3,5,0
13.55,35.488,18.093,120.377,185.674,4.741,103.478,44.429,231.517,0.585,0.58,49.959,110.057,0,181.257,-26.802,18.171,5.177,70.22,1.403,3.619,45.676,5.923,30.818,15,0,0,0.142857143,2,7,0
8.661,0,0.024,0.149,0.053,0.001,-3.002,0.142,0.149,0,0,0.038,0.017,0,0.111,-0.162,0,0.002,0,0,0,0.038,-0.162,0.003,0.15,0,0,0.333333333,6,8,0
5.964,0.467,2.825,3.985,74.951,0.263,-26.173,2.994,36.329,0.737,4.179,14.697,64.979,0,16.457,-1.719,0.094,3.345,56.608,0.031,-0.012,8.089,-1.534,0,1.92,0,1.96,0.2,3,5,0
41.209,23.77,16.635,55.766,125.091,3.715,-48.173,3.032,64.727,30.082,0,53.819,95.102,0,10.908,1.417,4.75,2.784,18.932,0,0,53.819,1.417,27.814,1.36,0,0,0.166666667,3,4,0
10.147,0,2.689,5.715,11.829,0.181,-50.926,1.109,47.046,0.022,0.118,3.321,6.494,0,33.367,0.441,6.029,3.366,111.352,0,0,3.203,0.441,4.401,3.05,0,0,0.4,7,10,0
50.582,0,0.228,1.278,0,0.002,-21.566,1.243,34.418,0,0,0.24,0.121,0,34.178,-1.718,2.249,0.017,33.164,0.009,0.005,0.24,-1.718,0.025,1.84,0.033,0,0.142857143,6,7,0
47.751,0,1.379,29.213,8.631,0,-73.459,25.604,33.57,0,0,4.709,20.854,0,28.861,-12.35,5.538,0.769,4.424,0,0,4.013,-12.35,3.059,1.01,19.432,0,0.2,4,6,0
7.045,0,0.071,2.213,0,0,0.861,2.207,3.169,0,0,0.071,0.117,0.3,3.098,-0.294,0,0.011,0.698,0,-0.112,0.071,-0.294,0.006,0.16,1.964,0,0,4,5,0
37.914,0.154,6.707,11.088,13.204,0.579,-91.382,5.343,18.264,5.365,0.033,12.903,1.628,0,5.361,-40.387,1.117,3.88,4.667,0,0,12.87,-31.31,4.481,4.4,0,0,0.5,2,3,0
31.364,2.508,2.533,4.86,3.461,0.089,-37.412,1.436,6.761,0.415,0.384,3.929,1.699,0,2.832,-11.077,8.914,0.551,6.273,0.597,0,3.545,-11.077,0.679,0.77,0,0,0,6,8,0
26.94,0,6.587,14.439,45.564,2.071,-38.178,5.941,42.034,6.025,13.203,33.184,30.422,0,-3.78,-6.653,4.837,4.685,43.695,0,0,16.543,-6.653,7.339,0.88,0.165,0,0,4,7,0
14.428,0,0.045,0.221,0,0,-15.08,0.113,1.885,0,0,0.172,0.32,0,1.713,-0.32,0.256,0.002,1.497,0,0,0.172,-0.32,0.106,0.04,0,0,0.333333333,4,6,0
20.831,0.795,9.397,25.041,9.98,0.828,-32.968,17.771,48.563,3,15.376,32.684,2.778,0,14.948,0.445,0,2.126,25.448,0,1.396,13.762,0.445,5.037,1.47,10.047,20,0,9,12,0
24.142,0,0.096,0.005,0,0,-3.03,0.002,3.19,0,0,0.595,0,0,2.595,-0.122,0.014,0.001,3.185,0,0,0.165,-0.122,0.003,0.19,0,0,0,5,6,0
9.413,3.853,1.665,11.897,22.038,0.088,7.018,5.985,15.421,0.313,0.381,5.796,13.813,0,9.625,1.721,0.157,0.552,4.768,0.095,0.897,4.896,1.721,1.978,1.65,1.29,0.469,0,6,7,0
106.879,326.741,86.953,920.781,1223.198,22.948,1000.834,272.804,2663.464,83.36,331.877,865.18,520.365,24.648,1798.284,175.796,5.117,86.576,435.065,111.565,103.294,375.465,175.796,178.563,28.27,42.649,0,0.625,7,9,0
309.447,0.572,1.964,2.27,4.245,0.437,-49.065,0.288,25.588,9.153,2.304,16.446,3.817,0,8.855,-7.628,2.947,0.439,25.454,0,0.002,14.142,-7.628,0.319,0.055,0,0.2,0.5,8,9,0
10.055,7.259,1.496,58.896,76.184,0.268,38.408,24.927,73.824,0,0,8.851,43.974,0,64.973,3.921,1.67,5.093,57.446,0,-0.728,8.705,3.921,24.627,9.01,12.71,0,0,3,5,0
113.92,0,2.759,1.838,22.35,0.118,-3.897,0.146,4.721,0.213,0.315,7.166,7.215,0.569,-2.45,-3.285,0.32,0.233,1.599,0,0,6.851,-3.285,0.677,0.07,0,0,0,4,5,0
7.11,3.212,2.146,3.225,8.443,0.243,-42.228,0.009,3.715,1.362,1.235,6.189,7.378,0,-2.624,-4.285,0,0.131,1.635,0,0,4.954,-4.285,0,0.1,0,3.693,0.5,3,5,0
197.951,395.918,431.588,1588.344,3545.466,14.755,580.423,640.735,2547.906,8.692,354.668,1040.94,3037.68,0,1506.966,34.715,14.681,188.308,1206.057,0,10.041,593.382,34.715,496.29,18.71,0,0,0,3,4,0
23.856,74.978,26.507,239.436,208.755,27.243,-790.782,61.886,474.214,11.833,507.203,643.302,127.297,32.427,-172.915,-348.204,0.005,41.731,289.171,7.536,0.929,111.909,-289.551,87.081,0.39,13.814,1.22,0,4,5,0
6.426,51.306,12.82,145.904,305.841,15.795,72.14,4.684,331.237,0,194.433,231.133,206.304,0,99.402,10.797,1.323,2.28,39.088,0,6.726,26.006,10.797,82.448,17.42,0,68.355,0,3,5,0
96.49,168.48,101.994,502.774,953.611,25.725,-31.061,110.227,628.923,305.892,3.523,514.814,563.353,0,111.589,-84.813,110.612,23.139,168.419,14.999,19.847,497.517,-84.813,181.819,1.32,0,0,0,4,6,0
319.219,155.8,134.1,1911.7,2673.9,212,-3484.9,1214.2,12665.1,1048.1,3629.9,5516.9,1489,108.5,7141.4,-3731.9,10.2,500.3,10198,59.5,-123,1503.9,-2368.2,499.3,23.2,0,0,0,5,8,0
9.778,7.006,2.201,20.479,25.043,0.243,-12.144,7.906,21.766,0.933,1.401,5.633,16.322,0,16.133,-4.264,0.045,0.805,6.219,0,1.301,4.232,-4.264,5.308,3.88,0,0.188,0.333333333,5,6,0
28.605,0,34.499,308.419,535.63,28.132,-498.302,82.854,699.885,8.457,234.844,467.306,393.097,0.912,208.343,-37.457,0.398,16.273,108.249,0,0.698,185.873,-37.457,87.834,14.521,12.563,12.373,0,4,7,0
13.281,33.764,25.985,109.562,289.1,2.094,105.583,52.976,234.609,9.745,20.303,90.253,252.284,0.694,144.356,-3.775,2.107,15.324,154.309,0,5.945,61.171,15.445,6.195,9.5,32.615,0,0,5,7,0
14.798,62.155,79.057,155.672,625.577,17.495,47.958,1.788,447.907,0.565,209.955,340.257,550.173,0,107.649,-26.756,0,29.05,418.711,0,-9.459,111.751,-26.756,86.862,2.75,0,233.86,0,3,5,0
16.653,0,0.206,24.47,0,0,-155.892,8.821,26.44,0,0,16.049,0,0.5,-17.225,-9.286,0,0.058,0.173,0,0,16.049,-15.406,0,0.06,7.64,0,0,4,6,0
15.651,12.22,11.961,130.76,497.038,25.6,-302.709,9.828,237.438,1.633,298.529,402.378,456.547,0,-165.319,-45.624,0.456,16.21,153.705,0,-2.05,102.722,3.889,99.115,3.61,0,0,0,9,10,0
139.914,257.09,62.208,581.411,2695.184,20.836,38.437,253.936,1158.856,47.525,159.443,477.657,1829.876,33.694,681.199,88.855,71.114,77.268,751.614,13.794,64.958,288.464,88.855,9.657,15,0,0,0.2,2,6,0
78.194,0.002,0.71,2.203,2.147,0.077,-25.94,0.699,5.049,0.48,0,2.529,1.573,0,2.52,-1.74,2.315,0.209,0.797,0,0,2.529,-1.74,0.879,0.1,0,0,0.5,9,11,0
6.929,1.194,0.923,5.608,13.181,0.069,-12.019,1.058,8.969,0.269,0.373,3.17,8.97,0,5.799,-4.148,0.091,0.212,1.252,0,0.6,2.797,-4.148,3.245,3.89,0,0,0.5,6,7,0
5.01,0.063,6.031,7.849,12.44,0.105,-5.611,2.23,23.301,0,3.5,12.097,6.232,0.275,11,-0.137,0,1.694,20.747,0,-0.055,8.597,-0.137,3.736,5.069,0,1.5,0.125,8,12,0
6.819,5.876,6.271,17.671,100,0.415,14.636,0.8,54.687,3.193,15.209,27.622,52.704,0,27.065,5.97,1.066,4.081,35.959,0,4.138,11.766,5.97,9.66,12.89,0,20.017,0,3,6,0
81.198,0,0.314,0.682,2.06,0.182,-0.158,0.405,3.438,0,1,1.374,0.786,0,2.064,0.394,0.644,0.447,2.344,0,-0.012,0.314,0.394,0.268,0.06,0,0,0,8,9,0
26.32,232.802,54.038,486.555,553.809,29.666,372.276,64.047,1322.294,23.363,324,449.583,364.32,8.917,849.662,40.202,0,61.682,1155.974,0.699,10.764,98.352,40.202,169.149,21.7,53.11,0,0,4,5,0
8.421,5.071,36.585,203.079,898.06,30.627,-35.78,70.985,485.508,10.785,237.69,475.194,821.424,0,10.314,-7.526,0.338,54.88,523.428,0,-1.129,140.251,-3.434,58.512,3.34,60.732,82.75,0.333333333,6,8,0
6.387,16.561,4.861,35.351,84.308,0.902,11.952,0,68.842,1,13.736,24.794,51.497,6.404,44.048,5.593,0.115,5.61,44.039,1.332,3.888,7.193,5.593,14.819,8,0,0,0,1,3,0
165.82,84.027,309.035,1703.237,3459.28,611.648,249.175,271.851,17563.302,2210.468,5580.316,10527.242,2085.634,265.85,1399.341,-311.362,0,632.431,20882.082,38.313,91.868,2993.798,-311.362,733.008,4.09,204.798,1545.247,0,5,9,0
51.731,7.91,27.593,238.827,661.75,43.899,405.08,48.898,2315.753,11.215,853.365,1306.067,128.854,0,1009.231,73.847,7.787,303.274,3366.484,0,37.038,295.807,73.847,130.489,36.05,0,902.62,0,6,7,0
6.764,5.362,5.997,14.061,122.311,1.883,1.421,1.336,37.096,5.384,10.276,25.127,99.032,0,11.969,0.416,0.029,1.837,19.413,0,0.485,14.006,0.416,6.322,2.27,0,8.263,0,5,6,0
236.871,175.348,172.093,601.295,1021.722,0.659,80.92,236.927,915.055,12.583,15.798,268.028,663.289,7.405,647.027,-47.465,12.495,120.422,180.815,0.17,7.209,239.642,-47.465,164.259,5.83,49.801,0,0,8,10,0
4.196,0.035,0.021,1.44,0.379,0,-8.891,1.245,1.849,0,0,0.135,0.256,0,1.714,-0.602,0.011,0.046,0.253,0,0,0.135,-0.602,0.101,0.06,0,0,0.25,6,7,0
5.537,0.469,0.978,2.82,42.292,0.214,-6.974,1.275,13.665,0.709,0.976,5.117,37.112,0.121,6.178,0.133,0,1.492,17.882,0,0.037,4.141,0.133,0.549,1.45,0,0,0,6,9,0
38.823,0.47,0.584,2.188,11.099,0.28,-88.778,0.549,2.821,1.564,0.164,5.151,9.843,0,-2.33,-6.613,1.727,0.438,1.148,0,0,4.823,-6.613,0.662,0.08,0,0,0.25,7,11,0
21.616,22.828,67.093,92.945,359.384,0.194,-62.733,10.485,101.129,0.805,0.268,72.458,314.253,0,28.671,4.321,0,2.117,9.218,0,0,72.19,4.321,54.787,1.7,0,0,0.666666667,6,8,0
38.8,131.3,99.5,604.8,1346.2,22,788.7,210,1751.5,99.9,216,1128.6,930.6,0,622.8,79.3,3.1,84.6,1383.4,55.6,30.9,430.8,79.3,239,27.28,0,0,0,3,4,0
392.679,47.918,46.011,558.69,707.77,1.39,-6879.673,361.816,870.338,95.641,7.89,428.002,505.649,0,416.668,-524.918,3.795,358.391,143.292,93.515,-7.431,354.811,-587.059,61.142,0.41,104.606,2.532,0.25,3,6,0
7.082,34.307,17.673,55.917,156.294,3.023,13.331,0.212,123.928,3.135,37.325,74.782,130.481,0,49.146,2.088,0.012,6.998,114.74,0,1.865,26.596,2.996,18.564,3.75,0,147.508,0,5,7,0
7.368,0,1.576,5.176,49.132,0.467,-8.962,1.528,28.139,1.617,3.562,12.572,33.009,0,15.567,-2.164,0.011,0.678,3.076,0,-0.86,9.01,-0.175,1.994,1.36,0,1.612,0,5,6,0
17.784,0,0.611,6.095,0,0,-37.813,5.694,7.665,0,0,1.052,0,1.565,5.927,-4.266,0.111,0.023,0.332,0,-0.042,1.052,-4.266,0.156,2.88,5.417,0,0.2,5,7,0
8.788,9.498,4.213,31.878,47.141,0.259,-23.825,8.607,36.002,0.239,2.388,18.005,30.72,0,16.065,-5.55,0,0.809,10.652,0,-0.431,15.617,-1.878,4.854,0.44,0.9,0,1,4,4,0
20.297,22.531,67.316,294.035,858.865,2.322,93.19,55.83,360.487,16.823,28.903,221.986,797.144,1.51,131.02,25.864,0.117,16.919,117.236,39.275,15.127,178.89,25.864,196.863,8.38,1.088,7.265,0.25,4,6,0
93.854,19.365,15.301,748.18,440.809,0,312.799,643.197,817.419,0,0,66.684,144.664,0,750.735,103.473,11.623,14.706,104.804,19.201,55.746,66.684,103.473,49.694,37.14,505.387,0,0,4,8,0
32.897,0,46.212,272.758,710.48,0.705,14.932,95.974,436.817,0,0,277.596,562.709,0,159.221,47.084,1.877,20.049,146.288,14.589,31.388,149.587,47.084,151.612,24.22,0,0,0.428571429,4,5,0
57.373,138.41,61.308,283.601,1476.634,33.467,-76.319,108.937,554.855,2.411,363.13,565.938,964.31,0,-11.083,32.141,273.144,51.939,437.741,0,25.177,170.55,34.145,14.303,21.01,0,0,0,4,6,0
22.247,220.568,134.07,322.975,1127.001,10.442,-50.991,2.62,652.4,101.181,85,572.891,1162.187,0,79.509,-52.333,0,24.783,369.66,0,-2.456,299.576,-52.333,83.187,1.02,0,1177.009,0,3,4,0
9.276,0,0.489,12.279,0,0,-16.81,12.005,12.553,0,0,1.458,0,0,11.095,-7.479,0,0.057,0.413,0,0,1.401,-7.479,0,0.65,0,0,0,3,6,0
4.516,1.203,0.659,2.079,9.883,0.026,-8.204,0.743,3.688,0.485,0,2.077,3.273,0.57,1.611,-1.997,0.49,0.429,3.172,0,0,1.885,-1.997,0,0.17,0.298,0,0,2,5,0
117.851,0,57.535,992.319,1579.055,2.551,716.459,671.502,2054.195,21.719,18.855,455.809,877.917,120.828,1598.386,127.323,9.641,89.824,475.543,20.067,41.427,423.846,81.664,272.832,12.1,27.218,0,0,4,6,0
432.919,130.134,1057.445,3946.789,7547.918,518.278,3609.316,789.556,12787.156,332.675,4064.079,7726.323,5574.03,36.133,4983.204,641.073,0,1249.118,10144.813,27.664,237.967,2597.318,641.073,1734.509,11.9,411.433,1272.689,0,4,5,0
14.517,18.311,0.724,133.344,204.363,0,90.786,70.518,151.749,0,0,11.175,148.386,0,140.574,13.258,5.284,1.958,14.062,0,6.176,9.236,13.258,40.729,11,0,0,0.5,8,9,0
50.566,0,2.012,14.228,19.333,1.424,-201.749,12.606,52.713,1.298,20.494,34.052,11.448,0,5.896,-23.767,4.014,3.617,16.582,0,0,11.282,-23.767,1.17,0.4,0,6.557,0,4,4,0
14.266,0,1.462,7.579,0,0,-110.466,6.89,9.246,0,0,2.066,0,0,7.18,-12.25,0,0.856,14.388,0,0,1.901,-12.25,0,6.44,1.992,0,0.333333333,6,8,0
13.727,0,0.003,0.264,1.515,0,-0.482,0.018,1.886,0,0,0.012,1.282,0,1.874,0.042,0,0.019,0.091,0,0,0.012,0.042,0.242,0.005,0,0,0.25,4,7,0
9.053,34.999,9.852,48.08,96.652,1.332,18.855,0,69.436,15.078,3.134,34.081,81.798,0,35.355,3.721,0.019,2.472,35.601,1.732,2.095,26.662,3.721,11.866,2.75,0,6.436,0,12,21,0
22.198,12.022,4.606,30.943,63.752,0.329,-0.837,0.865,55.711,0.004,6.862,21.119,34.934,0,34.592,3.38,0.189,1.383,19.582,0,2.099,8.341,3.38,15.259,5.61,0,11.921,0.636363636,7,11,1
9.341,27.815,25.213,109.642,203.059,4.368,-105.484,2.097,162.177,35.244,1.214,122.48,170.788,0,39.697,-45.694,0,3.728,42.49,0.59,3.217,119.816,3.524,46.616,3.41,0,0.078,0.166666667,4,7,0
4.469,7.55,1.241,8.898,5.989,0.357,0.373,0.632,16.547,2.288,2.944,9.019,1.992,0,7.528,0.136,0.008,0.763,12.326,0.112,0.091,3.855,0.136,0.52,1.5,0,0,0,6,7,0
31.752,307.385,77.511,532.544,1745.005,22.605,315.351,9.305,1139.247,0.325,344.08,518.676,1268.251,0,609.854,30.167,4.241,28.546,471.376,0,19.553,142.924,30.167,190.191,20.84,0,104.115,0.25,3,6,0
22.134,0,0.228,1.236,0,0,-156.857,0.729,1.236,0,0,0.983,0,0,0.253,-3.147,0,0.025,0.01,0,0,0.983,-2.571,0.031,0.011,0,0,0.5,4,8,0
6.535,61.459,10.486,70.933,193.166,3.032,-2.797,0.218,92.271,44.663,9.4,74.316,165.153,3.24,17.955,2.695,0,2.135,30.279,0,-0.258,64.841,2.695,7.246,2.87,0,12.732,0,3,5,0
97.956,7.213,5.795,76.342,290.58,43.023,-1180.546,4.161,837.572,10.159,547.798,669.425,113.158,0,168.147,-880.855,0,82.44,98.666,0,-148.852,88.413,-334.275,46.829,2,2.616,78.044,0,6,7,0
34.075,55,54,338,609,100,-573,121,1918,315,724,1151,293,289,214,69,2,51,1099,6,-10,400,69,153,16.44,31,991,0.5,8,9,0
42.03,24.794,5.118,51.58,86.655,0.571,-130.309,9.823,96.696,0.231,7.136,17.81,50.172,0,78.886,8.414,1.03,2.838,23.312,0,-3.171,8.63,8.414,15.477,2.38,0,0,0,4,6,0
13.084,38.412,58.34,141.769,424.207,0.81,326.667,21.893,586.917,6.19,46.576,150.654,263.382,0,436.263,60.04,2.742,30.911,544.105,0,25.188,85.276,60.04,78.673,39.4,11.909,1.764,0,0,5,0
3.638,0.126,1.536,4.479,41.701,0.008,2.96,3.409,19.03,0.535,0,5.123,36.747,0,13.907,2.277,0.513,1.152,22.125,0,1.554,5.123,2.277,0.622,13.27,0,0,0.25,6,8,0
20.321,0.411,0.27,0.52,0.444,0,-8.64,0.07,0.835,0,0,0.452,0.815,0,0.383,-0.826,0.16,0.389,1.319,0,0.007,0.452,-0.826,0.039,0.17,0.009,0,0.5,7,9,0
50.328,0,0.386,4.203,14.237,3.912,-36.633,3.834,15.155,0.615,19.152,29.988,7.353,0,-14.833,-3.275,0.021,0.621,8.546,0,0.161,4.199,-3.275,0,0.15,0,1.369,0,3,6,0
284.134,6.409,9.761,34.496,99.6,17.524,-411.385,5.818,117.233,81.879,3.346,134.903,68.391,0.758,-36.092,-112.485,1.695,4.1,22.98,0,0.326,130.502,-113.905,19.349,0.41,0,1.287,0.2,4,6,0
50.171,12.526,5.837,143.364,439.606,6.722,239.535,7.522,607.245,18.931,102.511,164.385,241.885,18.867,442.86,58.196,3.249,22.924,139.392,0,35.291,53.844,58.196,78.305,10.91,0,0.684,0.6,8,10,0
43.436,10.201,76.083,110.081,51.801,12.77,-104.643,69.695,716.261,4,277.121,417.927,48.201,17.893,298.334,-51.402,96.751,18.821,659.486,0,0,88.154,-51.402,28.778,3.22,61.838,142,0,6,9,0
78.044,3.145,1.807,5.12,14.536,0.495,-44.93,0.266,7.992,2.164,2.555,8.443,11.106,0,-0.451,-3.356,0.014,0.516,9.121,0,0,5.888,-3.356,1.472,0.02,0,0,0,0,1,0
4.993,2.053,2.027,7.46,21.625,0.757,-4.447,0.793,24.535,3.503,2.404,8.61,14.232,0,15.925,-3.344,0,0.757,11.243,0,0,6.206,-2.16,4.285,0.475,0,0.425,0.5,5,6,0
23.799,0,0.835,0.052,0,0.083,-10.478,0.024,6.12,0.245,0,1.279,0,0,4.803,-1.692,0.923,0.363,2.191,0,0,1.279,-1.692,0.022,0.14,0,0.012,0.666666667,4,5,0
35.34,101.881,75.985,317.389,424.455,3.594,77.885,77.713,481.533,32.018,6.041,161.426,272.228,0.689,261.207,49.831,0,14.252,228.839,7.057,10.057,155.385,49.831,125.441,4.57,0,0,0.4,0,2,0
36.199,78.193,30.436,333.553,304.254,10.29,-773.432,150.65,657.497,0.008,175.177,348.769,191.084,95.087,308.235,-719.954,8.029,37.402,160.187,8.488,92.816,157.215,-719.954,89.15,11.45,25.353,0,0,4,6,1
5.536,5.301,2.061,15.32,27.713,0.29,8.706,1.604,24.03,3.512,0,7.004,20.245,0,17.026,-0.633,0.037,0.64,6.943,0.259,-0.926,7.004,-0.633,7.402,6.43,0,0,0,4,5,0
48.955,0,2.935,1.036,10.02,1.286,-101.939,0.435,1.439,3.61,0.006,12.91,1.755,0,-11.471,2.814,0,1.075,3.742,0,0,12.743,2.814,0.516,0.045,0,0,0,2,4,0
3.763,0,100.725,148.444,437.123,0,27.737,65.441,150.522,1.875,0,120.726,428.619,0,29.796,6.845,0,0.453,4.389,0,3.348,120.726,6.845,82.648,14,65.441,0,0.2,3,5,0
44.238,2.505,7.71,10.892,80.63,10.838,-83.335,0.041,63.644,11.162,26.528,56.29,63.715,0.641,-48.603,-7.245,0.029,6.459,47.914,0,0,29.762,-7.454,7.449,0.46,0,0,0.333333333,2,3,0
46.043,0,1.674,11.068,16.064,0.132,-289.247,10.554,12.01,0.652,0.004,17.684,10.005,0,-9.274,-24.876,0,7.906,7.863,0,0,17.68,-24.876,0.147,0.015,10.507,0,0,1,11,0
5.708,24.314,1.314,27.559,13.816,0.454,13.647,0.326,34.114,4.026,3.896,9.568,9.364,0,24.546,-0.68,0.119,0.558,9.469,0,0.117,5.672,-0.68,2.319,1.34,0,3.601,0.4,5,8,0
3.176,0.174,0.412,4.606,8.085,0,0.374,2.625,6.789,0.45,0,1.666,1.73,0,5.123,1.192,0.054,0.161,1.644,0.104,0.174,1.525,1.192,1.417,4.39,0,0,0.25,5,7,0
